,Unnamed: 0,Unnamed: 0.1,Title,Document,EPA Comment Letter Date,Federal Register Date,Agency,State,name,normalized_agency,new_name,normalized,new_Agency
994,994,994,PROGRAMMATIC - Southwest Coastal Louisiana Project,Draft,1/27/14,12/13/13,U.S. Army Corps of Engineers,LA,EisDocuments-87929;CommentLetters-87929,UACoE,EisDocuments-87929,uacoe,US Army Corps of Engineers
995,995,995,PROGRAMMATIC - Training Mission and Mission Support Activities at Fort Campbell,Draft,3/9/15,1/16/15,United States Army,KY,EisDocuments-89192;CommentLetters-89192,USA,EisDocuments-89192,usa,United States Army
996,996,996,"PROGRAMMATIC - US Army Garrison Fort Campbell, Training Mission and Mission Support Activities",Final,6/9/16,5/13/16,United States Army,Multi,EisDocuments-208064;CommentLetters-208064,USA,EisDocuments-208064,usa,United States Army
997,997,997,PROGRAMMATIC - Uranium Leasing Program,Final,4/21/14,3/21/14,Department of Energy,CO,EisDocuments-88062;CommentLetters-88062,DoE,EisDocuments-88062,doe,Department of Energy
998,998,998,PROGRAMMATIC - Yuma Proving Ground Activities and Operations,Final,5/14/15,4/24/15,United States Army,AZ,EisDocuments-137726;CommentLetters-137726,USA,EisDocuments-137726,usa,United States Army
999,999,999,PROGRAMMATIC EIS - Outer Continental Shelf Oil and Gas Leasing Program -2012-2017 in Six Planning Area Western Central and Eastern Gulf of Mexico Cook Inlet the Beaufort Sea and the Chukchi Sea,Final,8/6/12,7/6/12,Bureau of Ocean Energy Management,0,EisDocuments-75985;CommentLetters-75985,BoOEM,EisDocuments-75985,booem,Bureau of Ocean Energy Management
1000,1000,1000,PROGRAMMATIC- Upper Great Plains Wind Energy,Draft,5/21/13,3/22/13,Western Area Power Administration,Multi,EisDocuments-88452;CommentLetters-88452,WAPA,EisDocuments-88452,wapa,Western Area Power Administration
1001,1001,1001,PROGRAMMATIC-Deepwater Horizon Oil Spill Natural Resource Damage Assessment Early Restoration Plan,Draft,2/19/14,12/13/13,Department of the Interior,Multi,EisDocuments-88500;CommentLetters-88500,DotI,EisDocuments-88500,doti,Department of the Interior
1002,1002,1002,PSEG Site Early Site Permit NUREG-2168,Draft,11/6/14,8/22/14,Nuclear Regulatory Commission,NJ,EisDocuments-88067;CommentLetters-88067,NRC,EisDocuments-88067,nrc,Nuclear Regulatory Commission
1003,1003,1003,Pack and Saddle Stock Outfitter-Guide Special Use Permit Issuance,Final,4/8/13,3/8/13,Forest Service,WA,EisDocuments-88090;CommentLetters-88090,FS,EisDocuments-88090,fs,Forest Service
1004,1004,1004,Pack and Saddle Stock Outfitter-Guide Special Use Permit Issuance,Final Supplement,8/15/18,6/29/18,Forest Service,WA,EisDocuments-252025;CommentLetters-252025,FS,EisDocuments-252025,fs,Forest Service
1005,1005,1005,Palen Solar Electrical Generating System,Draft Supplement,11/14/13,7/26/13,Bureau of Land Management,CA,EisDocuments-89064;CommentLetters-89064,BoLM,EisDocuments-89064,bolm,Bureau of Land Management
1006,1006,1006,Palen Solar Project (formerly Palen Solar Power Project) Final Supplemental Environmental Impact Statement/ Environmental Impact Report/ Land Use Plan Amendment,Final Supplement,6/21/18,5/21/18,Bureau of Land Management,CA,EisDocuments-249696;CommentLetters-249696,BoLM,EisDocuments-249696,bolm,Bureau of Land Management
1007,1007,1007,Panoche Valley Solar Facility,Draft,10/28/15,9/11/15,U.S. Army Corps of Engineers,CA,EisDocuments-176481;CommentLetters-176481,UACoE,EisDocuments-176481,uacoe,US Army Corps of Engineers
1008,1008,1008,Panoche Valley Solar Project,Final,2/1/16,12/31/15,U.S. Army Corps of Engineers,CA,EisDocuments-185061;CommentLetters-185061,UACoE,EisDocuments-185061,uacoe,US Army Corps of Engineers
1009,1009,1009,Park Falls Hardwoods Vegetation and Transportation Management Activities Implementation Chequamegon-Nicolet National Forest Medford-Park Falls Ranger District Price County WI,Draft,4/17/12,3/23/12,Forest Service,WI,EisDocuments-87041;CommentLetters-87041,FS,EisDocuments-87041,fs,Forest Service
1010,1010,1010,Pawnee National Grassland Oil and Gas Leasing Analysis,Draft,10/17/14,8/29/14,Forest Service,CO,EisDocuments-88113;CommentLetters-88113,FS,EisDocuments-88113,fs,Forest Service
1011,1011,1011,Pawnee National Grassland Oil and Gas Leasing Analysis,Final,1/22/15,12/12/14,Forest Service,CO,EisDocuments-89136;CommentLetters-89136,FS,EisDocuments-89136,fs,Forest Service
1012,1012,1012,Pellissippi Parkway Extension (State Route 162) from State Route 33 (Old Knoxville Highway) to US 321/State Route 73/Lamar Alexander Parkway,Final,0,9/18/15,Federal Highway Administration,TN,EisDocuments-176800;CommentLetters-176800,FHA,EisDocuments-176800,fha,Federal Highway Administration
1013,1013,1013,PennEast Pipeline Project,Draft,9/12/16,7/29/16,Federal Energy Regulatory Commission,Multi,EisDocuments-212474;CommentLetters-212474,FERC,EisDocuments-212474,ferc,Federal Energy Regulatory Commission
1014,1014,1014,PennEast Pipeline Project,Final,5/8/17,4/14/17,Federal Energy Regulatory Commission,Multi,EisDocuments-230721;CommentLetters-230721,FERC,EisDocuments-230721,ferc,Federal Energy Regulatory Commission
1015,1015,1015,Petition (15-300-01p) for Determination of Nonregulated Status for ASR368 Creeping Bentgrass,Final,0,12/9/16,Animal and Plant Health Inspection Service,NAT,EisDocuments-223052;CommentLetters-223052,AaPHIS,EisDocuments-223052,aaphis,Animal and Plant Health Inspection Service
1016,1016,1016,Phase 2 Fuel Efficiency Standards for Medium- and Heavy-Duty Engines and Vehicles,Draft,8/27/15,6/26/15,National Highway Traffic Safety Administration,REG,EisDocuments-171843;CommentLetters-171843,NHTSA,EisDocuments-171843,nhtsa,National Highway Traffic Safety Administration
1017,1017,1017,Pilgrim Creek Timber Sale Kootenai National Forest Cabinet Ranger District Sanders County MT,Draft,3/19/13,2/8/13,Forest Service,MT,EisDocuments-88046;CommentLetters-88046,FS,EisDocuments-88046,fs,Forest Service
1018,1018,1018,Pilgrim Timber Sale Project Kootenai National Forest,Final,5/28/13,5/17/13,Forest Service,MT,EisDocuments-88141;CommentLetters-88141,FS,EisDocuments-88141,fs,Forest Service
1019,1019,1019,Pima County Multi-Species Conservation Plan Pima County AZ,Draft,3/7/13,12/7/12,Fish and Wildlife Service,AZ,EisDocuments-88812;CommentLetters-88812,FaWS,EisDocuments-88812,faws,Fish and Wildlife Service
1020,1020,1020,Pine Mountain Late-Successional Reserve Habitat Protection and Enhancement,Draft,6/19/17,5/5/17,Forest Service,CA,EisDocuments-231796;CommentLetters-231796,FS,EisDocuments-231796,fs,Forest Service
1021,1021,1021,Pinon Canyon Maneuver Site (PCMS) Training and Operations,Draft,12/15/14,10/31/14,United States Army,CO,EisDocuments-88480;CommentLetters-88480,USA,EisDocuments-88480,usa,United States Army
1022,1022,1022,Placer Vineyards Specific Plan,Final,8/25/14,7/25/14,U.S. Army Corps of Engineers,CA,EisDocuments-87887;CommentLetters-87887,UACoE,EisDocuments-87887,uacoe,US Army Corps of Engineers
1023,1023,1023,Placer Vineyards Specific Plan (SPK-1999-00737),Draft,6/10/13,4/26/13,U.S. Army Corps of Engineers,CA,EisDocuments-87813;CommentLetters-87813,UACoE,EisDocuments-87813,uacoe,US Army Corps of Engineers
1024,1024,1024,Plains and Eastern Clean Line Transmission Line Project,Final,12/11/15,11/13/15,Department of Energy,Multi,EisDocuments-182396,DoE,EisDocuments-182396,doe,Department of Energy
1025,1025,1025,Plains and Eastern Clean Line Transmission Project,Draft,4/15/15,12/19/14,Department of Energy,Multi,EisDocuments-89162;CommentLetters-89162,DoE,EisDocuments-89162,doe,Department of Energy
1026,1026,1026,Plan Revision for the Coconino National Forest Land and Resource Management,Second Draft,3/19/14,12/20/13,Forest Service,AZ,EisDocuments-88460;CommentLetters-88460,FS,EisDocuments-88460,fs,Forest Service
1027,1027,1027,Plant-Specific Supplement 54 License Renewal of Nuclear Plants Regarding Byron Station Units 1 and 2,Draft,2/12/15,1/2/15,Nuclear Regulatory Commission,IL,EisDocuments-89174;CommentLetters-89174,NRC,EisDocuments-89174,nrc,Nuclear Regulatory Commission
1028,1028,1028,Plumas National Forest Over-Snow Vehicle (OSV) Use Designation,Draft,12/6/18,10/26/18,Forest Service,CA,EisDocuments-259643;CommentLetters-259643,FS,EisDocuments-259643,fs,Forest Service
1029,1029,1029,Pocatello Midnight and Michaud Allotment Management Plan Revisions,Draft,11/12/14,8/15/14,Forest Service,ID,EisDocuments-88012;CommentLetters-88012,FS,EisDocuments-88012,fs,Forest Service
1030,1030,1030,Pojoaque Basin Regional Water System,Draft,2/27/17,1/13/17,Bureau of Reclamation,NM,EisDocuments-226379;CommentLetters-226379,BoR,EisDocuments-226379,bor,Bureau of Reclamation
1031,1031,1031,Port Ambrose Deepwater Port Application,Final,0,10/16/15,U.S. Coast Guard,Multi,EisDocuments-179221,UCG,EisDocuments-179221,ucg,US Coast Guard
1032,1032,1032,Port Ambrose Project Deepwater Port Application,Draft,3/16/15,12/12/14,U.S. Coast Guard,NY,EisDocuments-89143;CommentLetters-89143,UCG,EisDocuments-89143,ucg,US Coast Guard
1033,1033,1033,Port Bienville Railroad Draft Environmental Impact Statement,Draft,10/29/18,9/21/18,Federal Railroad Administration,MS,EisDocuments-257722;CommentLetters-257722,FRA,EisDocuments-257722,fra,Federal Railroad Administration
1034,1034,1034,Port Everglades Harbor Navigation Improvements,Draft,8/13/13,6/28/13,U.S. Army Corps of Engineers,FL,EisDocuments-87862;CommentLetters-87862,UACoE,EisDocuments-87862,uacoe,US Army Corps of Engineers
1035,1035,1035,Portageville Bridge Project,Draft,9/15/14,8/1/14,Federal Highway Administration,NY,EisDocuments-87947;CommentLetters-87947,FHA,EisDocuments-87947,fha,Federal Highway Administration
1036,1036,1036,Portageville Bridge Project,Final,12/17/14,12/29/14,Federal Highway Administration,NY,EisDocuments-89164,FHA,EisDocuments-89164,fha,Federal Highway Administration
1037,1037,1037,Potomac Yard Metrorail Station,Draft,0,4/3/15,Federal Transit Administration,VA,EisDocuments-89312;CommentLetters-89312,FTA,EisDocuments-89312,fta,Federal Transit Administration
1038,1038,1038,Potomac Yard Metrorail Station,Final,7/11/16,6/10/16,Federal Transit Administration,VA,EisDocuments-209824;CommentLetters-209824,FTA,EisDocuments-209824,fta,Federal Transit Administration
1039,1039,1039,Potrero HOPE SF Master Plan,Final,0,10/23/15,Department of Housing and Urban Development,CA,EisDocuments-179423,DoHaUD,EisDocuments-179423,dohaud,Department of Housing and Urban Development
1040,1040,1040,Potrero HOPE SF Master Plan Project,Draft,1/5/15,11/7/14,Department of Housing and Urban Development,CA,EisDocuments-88481;CommentLetters-88481,DoHaUD,EisDocuments-88481,dohaud,Department of Housing and Urban Development
1041,1041,1041,Power Fire Reforestation,Draft,6/5/17,4/21/17,Forest Service,CA,EisDocuments-231122;CommentLetters-231122,FS,EisDocuments-231122,fs,Forest Service
1042,1042,1042,Prehistoric Trackways National Monument Proposed Resource Management Plan,Final,1/22/15,12/29/14,Bureau of Land Management,NM,EisDocuments-89165,BoLM,EisDocuments-89165,bolm,Bureau of Land Management
1043,1043,1043,"Presidential Aircraft Recapitalization Program AT Joint Base Andrews-Naval Air Facility Washington, MD",Draft,3/20/17,2/3/17,United States Air Force,MD,EisDocuments-227764;CommentLetters-227764,USAF,EisDocuments-227764,usaf,United States Air Force
1044,1044,1044,Presidio of Monterey Real Property Master Plan,Final,5/14/13,5/3/13,United States Army,CA,EisDocuments-87762,USA,EisDocuments-87762,usa,United States Army
1045,1045,1045,Previously Issued Oil and Gas Leases in the White River National Forest,Draft,0,11/20/15,Bureau of Land Management,CO,EisDocuments-182986;CommentLetters-182986,BoLM,EisDocuments-182986,bolm,Bureau of Land Management
1046,1046,1046,Previously Issued Oil and Gas Leases in the White River National Forest,Final,0,8/5/16,Bureau of Land Management,CO,EisDocuments-212774;CommentLetters-212774,BoLM,EisDocuments-212774,bolm,Bureau of Land Management
1047,1047,1047,Prime Hook National Wildlife Refuge Development of a Comprehensive Conservation Plan Implementation Sussex County DE,Draft,8/27/12,6/8/12,Fish and Wildlife Service,DE,EisDocuments-88780;CommentLetters-88780,FaWS,EisDocuments-88780,faws,Fish and Wildlife Service
1048,1048,1048,Prime Hook National Wildlife Refuge Development of a Comprehensive Conservation Plan Milton DE,Final,2/4/13,1/4/13,Fish and Wildlife Service,DE,EisDocuments-88815;CommentLetters-88815,FaWS,EisDocuments-88815,faws,Fish and Wildlife Service
1049,1049,1049,Prince of Wales Landscape Level Analysis Project,Draft,6/18/18,5/4/18,Forest Service,AK,EisDocuments-249177;CommentLetters-249177,FS,EisDocuments-249177,fs,Forest Service
1050,1050,1050,Prince of Wales Landscape Level Analysis Project,Final,0,11/2/18,Forest Service,AK,EisDocuments-260657,FS,EisDocuments-260657,fs,Forest Service
1051,1051,1051,Production of Tritium in a Commercial Light Water Reactor,Draft Supplement,9/22/14,8/8/14,National Nuclear Security Administration,TN,EisDocuments-88010;CommentLetters-88010,NNSA,EisDocuments-88010,nnsa,National Nuclear Security Administration
1052,1052,1052,Production of Tritium in a Commercial Light Water Reactor,Final Supplement,4/4/16,3/4/16,National Nuclear Security Administration,TN,EisDocuments-204241;CommentLetters-204241,NNSA,EisDocuments-204241,nnsa,National Nuclear Security Administration
1053,1053,1053,Programmatic - Apache-Sitgreaves National Forests Land Management Plan,Draft,5/14/13,2/15/13,Forest Service,AZ,EisDocuments-88047;CommentLetters-88047,FS,EisDocuments-88047,fs,Forest Service
1054,1054,1054,Programmatic - Apache-Sitgreaves National Forests Land Management Plan,Final,0,9/25/15,Forest Service,AZ,EisDocuments-177126,FS,EisDocuments-177126,fs,Forest Service
1055,1055,1055,Programmatic - Asian Longhorned Beetle Eradication Program,Final,0,9/11/15,Animal and Plant Health Inspection Service,PRO,EisDocuments-176474,AaPHIS,EisDocuments-176474,aaphis,Animal and Plant Health Inspection Service
1056,1056,1056,Programmatic - Fishery Management Plan for Regulating Offshore Marine Aquaculture in the Gulf of Mexico,Final Supplement,0,7/2/15,National Marine Fisheries Service,Multi,EisDocuments-171992;CommentLetters-171992,NMFS,EisDocuments-171992,nmfs,National Marine Fisheries Service
1057,1057,1057,Programmatic - Long Island Sound Dredged Material Management Plan,Final,2/16/16,1/15/16,U.S. Army Corps of Engineers,Multi,EisDocuments-185549;CommentLetters-185549,UACoE,EisDocuments-185549,uacoe,US Army Corps of Engineers
1058,1058,1058,Programmatic - Outer Continental Shelf Oil and Gas Leasing Program: 2017-2022,Draft,7/28/16,3/18/16,Bureau of Ocean Energy Management,Multi,EisDocuments-205122;CommentLetters-205122,BoOEM,EisDocuments-205122,booem,Bureau of Ocean Energy Management
1059,1059,1059,Programmatic - Restoration Resulting from the Kalamazoo River Natural Resource Damage Assessment,Final,10/3/16,9/2/16,National Oceanic and Atmospheric Administration,MI,EisDocuments-216785;CommentLetters-216785,NOaAA,EisDocuments-216785,noaaa,National Oceanic and Atmospheric Administration
1060,1060,1060,Programmatic - South Region of the Nationwide Public Safety Broadband Network,Draft,12/8/16,10/14/16,Department of Commerce,Multi,EisDocuments-218820;CommentLetters-218820,DoC,EisDocuments-218820,doc,Department of Commerce
1061,1061,1061,"Programmatic - Vegetation Treatments Using Aminopyralid, Fluroxypyr, and Rimsulfuron on Bureau of Land Management Lands in 17 Western States",Draft,8/10/15,6/19/15,Bureau of Land Management,Multi,EisDocuments-169804;CommentLetters-169804,BoLM,EisDocuments-169804,bolm,Bureau of Land Management
1062,1062,1062,"Programmatic -Kennedy Space Center, Center-Wide Operations",Draft,4/26/16,3/18/16,National Aeronautics and Space Administration,FL,EisDocuments-205030;CommentLetters-205030,NAaSA,EisDocuments-205030,naasa,National Aeronautics and Space Administration
1063,1063,1063,Programmatic -Long Island Sound Dredged Material Management Plan,Draft,10/16/15,8/21/15,U.S. Army Corps of Engineers,Multi,EisDocuments-174941;CommentLetters-174941,UACoE,EisDocuments-174941,uacoe,US Army Corps of Engineers
1064,1064,1064,Proposal to Relocate the 18th Aggressor Squadron from Eielson Air Force Base (EAFB) Alaska to Joint Base Elmendorf-Richardson Alaska and to Right-Size the Remaining Wing Overhead/Base Operating Support at EAFB Alaska,Draft,7/30/13,5/31/13,United States Air Force,AK,EisDocuments-87991;CommentLetters-87991,USAF,EisDocuments-87991,usaf,United States Air Force
1065,1065,1065,Proposed 2013 Master Plan National Institutes of Health Bethsda Campus,Draft,5/20/14,3/21/14,National Institute of Health,MD,EisDocuments-88057;CommentLetters-88057,NIoH,EisDocuments-88057,nioh,National Institute of Health
1066,1066,1066,Proposed Cottonwood Resource Management Plan Amendment for Domestic Sheep Grazing,Final Supplement,0,5/20/16,Bureau of Land Management,ID,EisDocuments-208681,BoLM,EisDocuments-208681,bolm,Bureau of Land Management
